Pipe ID,Start Node,End Node,Diameter (inch),Length,Cost
415,420,421,113.0,109.0,786.98
416,419,420,113.0,55.0,397.09999999999997
417,418,419,113.0,214.0,1545.08
418,416,418,113.0,145.0,1046.8999999999999
419,417,416,113.0,329.0,2375.38
421,416,415,113.0,372.0,2685.8399999999997
422,415,250001,113.0,368.0,2656.96
423,415,414,113.0,96.0,693.12
424,414,413,113.0,79.0,570.38
428,22,21,113.0,181.0,1306.82
429,21,19,113.0,320.0,2310.4
430,19,18,113.0,236.0,1703.9199999999998
434,319,320,113.0,63.0,454.85999999999996
435,21,20,113.0,164.0,1184.08
438,297,302,113.0,280.0,2021.6
439,302,303,113.0,103.0,743.66
441,305,306,113.0,150.0,1083.0
442,306,307,113.0,46.0,332.12
443,320,321,113.0,314.0,2267.08
446,322,323,113.0,264.0,1906.08
450,301,300,113.0,229.0,1653.3799999999999
457,324,368,113.0,265.0,1913.3
458,368,367,113.0,51.0,368.21999999999997
459,367,369,113.0,87.0,628.14
460,365,325,113.0,363.0,2620.86
464,365,362,113.0,163.0,1176.86
465,362,361,113.0,136.0,981.92
467,361,360001,113.0,200.0,1444.0
468,360001,360,113.0,59.0,425.97999999999996
469,360,359,113.0,59.0,425.97999999999996
471,366,364,113.0,81.0,584.8199999999999
472,364,363,113.0,142.0,1025.24
473,325,327,113.0,248.0,1790.56
474,327,326,113.0,110.0,794.1999999999999
476,327,328,113.0,66.0,476.52
477,328,329,113.0,99.0,714.78
479,330,334,113.0,415.0,2996.2999999999997
480,324,331,113.0,1450.0,10469.0
481,331,333,113.0,350.0,2527.0
482,333,336,113.0,400.0,2888.0
485,331,332,113.0,68.0,490.96
486,254,250,113.0,459.0,3313.98
487,250,341,113.0,310.0,2238.2
489,341,340,113.0,169.0,1220.18
490,340,338,113.0,176.0,1270.72
492,338,337,113.0,392.0,2830.24
496,338,339,113.0,246.0,1776.12
497,341,342,113.0,87.0,628.14
498,342,343,113.0,64.0,462.08
499,343,344,113.0,233.0,1682.26
500,250,251,113.0,90.0,649.8
501,251,252,113.0,174.0,1256.28
503,252,253,113.0,51.0,368.21999999999997
506,250002,250003,113.0,108.0,779.76
508,412,411,113.0,190.0,1371.8
509,411,410,113.0,293.0,2115.46
510,410,409,113.0,168.0,1212.96
511,409,408,113.0,317.0,2288.74
512,408,407001,113.0,342.0,2469.24
513,407001,406,113.0,415.0,2996.2999999999997
514,407001,350,113.0,142.0,1025.24
515,407,350,113.0,183.0,1321.26
517,350,350001,113.0,131.0,945.8199999999999
519,350001,351,113.0,75.0,541.5
520,350001,352,113.0,362.0,2613.64
521,350001,356,113.0,392.0,2830.24
522,350,345,113.0,236.0,1703.9199999999998
523,345,346,113.0,168.0,1212.96
524,346,347,113.0,263.0,1898.86
525,347,348,113.0,84.0,606.48
526,348,349,113.0,50.0,361.0
530,334,335,113.0,182.0,1314.04
532,406,405,113.0,158.0,1140.76
535,352,353,113.0,102.0,736.4399999999999
536,353,354,113.0,69.0,498.18
537,354,355,113.0,121.0,873.62
538,356,357,113.0,81.0,584.8199999999999
539,357,358,113.0,96.0,693.12
540,368,370,113.0,87.0,628.14
542,371,372,113.0,195.0,1407.8999999999999
543,372,373,113.0,209.0,1508.98
544,373,374,113.0,67.0,483.74
545,372,378,113.0,55.0,397.09999999999997
546,378,379,113.0,167.0,1205.74
547,379,380,113.0,81.0,584.8199999999999
548,380,381,113.0,225.0,1624.5
549,381,382,113.0,44.0,317.68
550,372,376,113.0,90.0,649.8
552,376,384,113.0,286.0,2064.92
554,384,383,113.0,146.0,1054.12
555,378,377,113.0,170.0,1227.3999999999999
557,396001,397,113.0,222.0,1602.84
558,397,398,113.0,31.0,223.82
563,400,401,113.0,69.0,498.18
564,401,402,113.0,297.0,2144.34
565,402,403,113.0,83.0,599.26
567,18,11,113.0,77.0,555.9399999999999
568,11,10,113.0,130.0,938.6
571,9,8,113.0,257.0,1855.54
575,18,15,113.0,720.0,5198.4
576,15,13,113.0,351.0,2534.22
578,12,14,113.0,188.0,1357.36
579,14,6,113.0,159.0,1147.98
580,6,5,113.0,189.0,1364.58
581,5,8,113.0,83.0,599.26
588,13,12,113.0,200.0,1444.0
589,15,16,113.0,94.0,678.68
590,15,17,113.0,128.0,924.16
605,601,384,113.0,67.0,483.74
606,601,385,113.0,170.0,1227.3999999999999
607,385,387,113.0,176.0,1270.72
608,387,388,113.0,105.0,758.1
609,388,389,113.0,136.0,981.92
610,389,390,113.0,128.0,924.16
611,390,391,113.0,40.0,288.8
612,391,392,113.0,65.0,469.3
613,392,393,113.0,83.0,599.26
614,393,394,113.0,257.0,1855.54
615,394,395,113.0,85.0,613.6999999999999
616,395,396,113.0,151.0,1090.22
617,4,2,113.0,326.0,2353.72
618,2,3,113.0,135.0,974.6999999999999
620,2,1,113.0,222.0,1602.84
593,250,250003,113.0,225.0,1624.5
600,4,8,113.0,101.0,729.22
601,8,7,113.0,101.0,729.22
160,32,34,113.0,149.0,1075.78
161,235,235001,113.0,218.0,1573.96
24,106,82,113.0,569.0,4108.18
298,180004,266,113.0,816.0,5891.5199999999995
331,258001,259001,113.0,320.0,2310.4
390,82,228,113.0,74.0,534.28
392,227,229,113.0,150.0,1083.0
393,227,215001,113.0,317.0,2288.74
400,319,315,113.0,262.0,1891.6399999999999
119,59,63,113.0,314.0,2267.08
120,63,67,113.0,419.0,3025.18
124,260001,262,113.0,345.0,2490.9
177,23,22,113.0,671.0,4844.62
75,115,108,113.0,421.0,3039.62
181,213,234,113.0,700.0,5054.0
184,288,291,113.0,603.0,4353.66
187,319,322,113.0,477.0,3443.94
196,325,330,113.0,380.0,2743.6
213,336,337,113.0,206.0,1487.32
214,334,345,113.0,616.0,4447.5199999999995
131,152,153,113.0,347.0,2505.3399999999997
234,256001,258001,113.0,249.0,1797.78
235,258001,257001,113.0,184.0,1328.48
236,257001,264,113.0,141.0,1018.02
237,264,260001,113.0,75.0,541.5
238,265,268,113.0,227.0,1638.94
239,268,274,113.0,397.0,2866.3399999999997
240,274,277,113.0,162.0,1169.6399999999999
266,405,404,113.0,177.0,1277.94
329,400,399,113.0,70.0,505.4
330,404,399,113.0,350.0,2527.0
337,399,396001,113.0,350.0,2527.0
179,220,215001,113.0,820.0,5920.4
219,75,73,113.0,175.0,1263.5
222,83,84,113.0,169.0,1220.18
243,83,86,113.0,135.0,974.6999999999999
267,86,87,113.0,213.0,1537.86
344,89,87,113.0,474.0,3422.2799999999997
345,229,75,113.0,280.0,2021.6
349,202001,82,113.0,1800.0,12996.0
165,250001,412,113.0,611.0,4411.42
194,43,417,113.0,354.0,2555.88
64,269,271,113.0,209.0,1508.98
106,234001,235,113.0,500.0,3610.0
183,234001,238,113.0,400.0,2888.0
206,238,240,113.0,44.0,317.68
216,239,189,113.0,300.0,2166.0
188,250002,44,113.0,800.0,5776.0
223,43,422,113.0,345.0,2490.9
290,250004,413,113.0,750.0,5415.0
168,23,24,113.0,103.6,747.992
182,24,24001,113.0,219.0,1581.1799999999998
186,24001,25,113.0,214.0,1545.08
197,46001,45001,113.0,80.0,577.6
321,71,71001,113.0,23.0,166.06
368,71001,72,113.0,121.0,873.62
370,127,127001,113.0,100.0,722.0
383,127001,128,113.0,102.0,736.4399999999999
145,301001,366,113.0,52.0,375.44
185,365,301001,113.0,116.0,837.52
398,301001,301,113.0,79.0,570.38
399,303,304,113.0,82.0,592.04
402,304,305,113.0,157.0,1133.54
433,422,180,113.0,381.0,2750.8199999999997
190,322,324,113.0,363.0,2620.86
51,385,88,113.0,2500.0,18050.0
166,13,385,113.0,752.0,5429.44
209,123,82,113.0,100.0,722.0
218,135,141,113.0,177.0,1277.94
221,150,71,113.0,500.0,3610.0
232,370,371,113.0,100.0,722.0
248,256001,254,113.0,500.0,3610.0
5,266,38,113.0,200.0,1444.0
